STATION,DATE,STATE,COUNTY,ACMH,ACSH,AWND,DAPR,EVAP,FMTM,MDPR,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WDMV,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT07,WT08,WT09,WT13,WT14,WT16,WT18,WT21,WT22,WV03,WV20
USC00047370,1/31/1999,California,Sacramento,,,,,,,,,0.75,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,2/1/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,2/2/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,2/3/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,2/4/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,2/5/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,2/6/1999,California,Sacramento,,,,,,,,,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,2/7/1999,California,Sacramento,,,,,,,,,0.95,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,2/8/1999,California,Sacramento,,,,,,,,,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,2/9/1999,California,Sacramento,,,,,,,,,1.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,2/10/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,2/11/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,2/12/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,2/13/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,2/14/1999,California,Sacramento,,,,,,,,,0.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,2/15/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,2/16/1999,California,Sacramento,,,,,,,,,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,2/17/1999,California,Sacramento,,,,,,,,,0.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,2/18/1999,California,Sacramento,,,,,,,,,0.22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,2/19/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,2/20/1999,California,Sacramento,,,,,,,,,0.07,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,2/21/1999,California,Sacramento,,,,,,,,,0.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,2/22/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,2/23/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,2/24/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,2/25/1999,California,Sacramento,,,,,,,,,0.26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,2/26/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,2/27/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,2/28/1999,California,Sacramento,,,,,,,,,0.22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,3/1/1999,California,Sacramento,,,,,,,,,0.22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,3/2/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,3/3/1999,California,Sacramento,,,,,,,,,0.41,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,3/4/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,3/5/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,3/6/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,3/7/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,3/8/1999,California,Sacramento,,,,,,,,,0.04,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,3/9/1999,California,Sacramento,,,,,,,,,0.29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,3/10/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,3/11/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,3/12/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,3/13/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,3/14/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,3/15/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,3/16/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,3/17/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,3/18/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,3/19/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,3/20/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,3/21/1999,California,Sacramento,,,,,,,,,0.17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,3/22/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,3/23/1999,California,Sacramento,,,,,,,,,0.03,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,3/24/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,3/25/1999,California,Sacramento,,,,,,,,,0.15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,3/26/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,3/27/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,3/28/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,3/29/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,3/30/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,3/31/1999,California,Sacramento,,,,,,,,,0.17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,4/1/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,4/2/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,4/3/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,4/4/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,4/5/1999,California,Sacramento,,,,,,,,,0.44,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,4/6/1999,California,Sacramento,,,,,,,,,0.04,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,4/7/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,4/8/1999,California,Sacramento,,,,,,,,,0.26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,4/9/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,4/10/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,4/11/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,4/12/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,4/13/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,4/14/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,4/15/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,4/16/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,4/17/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,4/18/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,4/19/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,4/20/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,4/21/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,4/22/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,4/23/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,4/24/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,4/25/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,4/26/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,4/27/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,4/28/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,4/29/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,4/30/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,5/1/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,5/2/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,5/3/1999,California,Sacramento,,,,,,,,,0.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,5/4/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,5/5/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,5/6/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,5/7/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,5/8/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,5/9/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,5/10/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,5/11/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,5/12/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,5/13/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,5/14/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,5/15/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,5/16/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,5/17/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,5/18/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,5/19/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,5/20/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,5/21/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,5/22/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,5/23/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,5/24/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,5/25/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,5/26/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,5/27/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,5/28/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,5/29/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,5/30/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,5/31/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,6/1/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,6/2/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,6/3/1999,California,Sacramento,,,,,,,,,0.08,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,6/4/1999,California,Sacramento,,,,,,,,,0.02,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,6/5/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,6/6/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,6/7/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,6/8/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,6/9/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,6/10/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,6/11/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,6/12/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,6/13/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,6/14/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,6/15/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,6/16/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,6/17/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,6/18/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,6/19/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,6/20/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,6/21/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,6/22/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,6/23/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,6/24/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,6/25/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,6/26/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,6/27/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,6/28/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,6/29/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,6/30/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,7/1/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,7/2/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,7/3/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,7/4/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,7/5/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,7/6/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,7/7/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,7/8/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,7/9/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,7/10/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,7/11/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,7/12/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,7/13/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,7/14/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,7/15/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,7/16/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,7/17/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,7/18/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,7/19/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,7/20/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,7/21/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,7/22/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,7/23/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,7/24/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,7/25/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,7/26/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,7/27/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,7/28/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,7/29/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,7/30/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,7/31/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,8/1/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,8/2/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,8/3/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,8/4/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,8/5/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,8/6/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,8/7/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,8/8/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,8/9/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,8/10/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,8/11/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,8/12/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,8/13/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,8/14/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,8/15/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,8/16/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,8/17/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,8/18/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00047370,8/19/1999,California,Sacramento,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
