STATION,DATE,STATE,COUNTY,ACMH,ACSH,AWND,DAPR,EVAP,FMTM,MDPR,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WDMV,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT07,WT08,WT09,WT13,WT14,WT16,WT18,WT21,WT22,WV03,WV20
USW00023232,9/27/1996,California,Sacramento,,0,,,,,,,0,0,0,,90,51,,,,20,,,,,0,,499.1,,,,,,,,,,,,,,,,,,,
USW00023232,9/28/1996,California,Sacramento,,0,,,,,,,0,0,0,,92,54,,,,30,,,,,0,,299.1,,,,,,,,,,,,,,,,,,,
USW00023232,9/29/1996,California,Sacramento,,13,,,,,,,0,0,0,,94,55,,,,20,,,,,0,,499.1,,,,,,,,,,,,,,,,,,,
USW00023232,9/30/1996,California,Sacramento,,38,,,,,,,0,0,0,,77,55,,,,20,,,,,0,,499.1,,,,,,,,,,,,,,,,,,,
USW00023232,10/1/1996,California,Sacramento,,25,,,,,,,0,0,0,,78,51,,,,20,,,,,0,,499.1,,,,,,,,,,,,,,,,,,,
USW00023232,10/2/1996,California,Sacramento,,13,,,,,,,0,0,0,,83,52,,,,10,,,,,0,,899,,,,,,,,,,1,,,,,,,,,
USW00023232,10/3/1996,California,Sacramento,,13,,,,,,,0,0,0,,89,53,,,,20,,,,,0,,499.1,,,,,,,,,,1,,,,,,,,,
USW00023232,10/4/1996,California,Sacramento,,63,,,,,,,0,0,0,,90,58,,,,20,,,,,0,,499.1,,,,,,,,,,,,,,,,,,,
USW00023232,10/5/1996,California,Sacramento,,0,,,,,,,0,0,0,,94,55,,,,20,,,,,0,,499.1,,,,,,,,,,,,,,,,,,,
USW00023232,10/6/1996,California,Sacramento,,0,,,,,,,0,0,0,,96,57,,,,30,,,,,0,,299.1,,,,,,,,,,,,,,,,,,,
USW00023232,10/7/1996,California,Sacramento,,0,,,,,,,0,0,0,,96,57,,,,30,,,,,0,,299.1,,,,,,,,,,,,,,,,,,,
USW00023232,10/8/1996,California,Sacramento,,0,,,,,,,0,0,0,,100,58,,,,30,,,,,0,,299.1,,,,,,,,,,,,,,,,,,,
USW00023232,10/9/1996,California,Sacramento,,0,,,,,,,0,0,0,,93,59,,,,10,,,,,0,,899,,,,,,,,,,1,,,,,,,,,
USW00023232,10/10/1996,California,Sacramento,,25,,,,,,,0,0,0,,82,55,,,,10,,,,,0,,899,,,,,,,,,,,,,,,,,,,
USW00023232,10/11/1996,California,Sacramento,,13,,,,,,,0,0,0,,85,51,,,,10,,,,,0,,899,,,,,,,,,,1,,,,,,,,,
USW00023232,10/12/1996,California,Sacramento,,63,,,,,,,0,0,0,,81,58,,,,10,,,,,0,,899,,,,,,,,,,,,,,,,,,,
USW00023232,10/13/1996,California,Sacramento,,13,,,,,,,0,0,0,,81,53,,,,30,,,,,0,,299.1,,,,,,,,,,,,,,,,,,,
USW00023232,10/14/1996,California,Sacramento,,13,,,,,,,0,0,0,,84,54,,,,30,,,,,0,,299.1,,,,,,,,,,,,,,,,,,,
USW00023232,10/15/1996,California,Sacramento,,0,,,,,,,0,0,0,,85,46,,,,10,,,,,0,,899,,,,,,,,,,,,,,,,,,,
USW00023232,10/16/1996,California,Sacramento,,50,,,,,,,0,0,0,,73,46,,,,30,,,,,0,,299.1,,,,,,,,,,,,,,,,,,,
USW00023232,10/17/1996,California,Sacramento,,38,,,,,,,0,0,0,,79,42,,,,10,,,,,0,,899,,,,,,,,,,,,,,,,,,,
USW00023232,10/18/1996,California,Sacramento,,75,,,,,,,0.03,0,0,,70,49,,,,10,,,,,0,,899,,,,,,,,,,1,,,1,1,,,,,
USW00023232,10/19/1996,California,Sacramento,,25,,,,,,,0,0,0,,67,42,,,,30,,,,,0,,299.1,,,,,,,,,,,,,,,,,,,
USW00023232,10/20/1996,California,Sacramento,,25,,,,,,,0,0,0,,69,42,,,,30,,,,,0,,299.1,,,,,,,,,,,,,,,,,,,
USW00023232,10/21/1996,California,Sacramento,,38,,,,,,,0,0,0,,71,44,,,,30,,,,,0,,299.1,,,,,,,,,,,,,,,,,,,
USW00023232,10/22/1996,California,Sacramento,,63,,,,,,,0,0,0,,72,42,,,,30,,,,,0,,699,,,,,,,,,,,,,,,,,,,
USW00023232,10/23/1996,California,Sacramento,,25,,,,,,,0,0,0,,75,48,,,,30,,,,,0,,299.1,,,,,,,,,,,,,,,,,,,
USW00023232,10/24/1996,California,Sacramento,,100,,,,,,,0,0,0,,63,49,,,,10,,,,,0,,499.1,,,,,,,,,,1,,,,1,,,,,
USW00023232,10/25/1996,California,Sacramento,,50,,,,,,,0,0,0,,66,39,,,,30,,,,,0,,699,,,,,,,,,,,,,,,,,,,
USW00023232,10/26/1996,California,Sacramento,,0,,,,,,,0,0,0,,69,50,,,,30,,,,,0,,299.1,,,,,,,,,,,,,,,,,,,
USW00023232,10/27/1996,California,Sacramento,,50,,,,,,,0,0,0,,74,49,,,,30,,,,,0,,299.1,,,,,,,,,,,,,,,,,,,
USW00023232,10/28/1996,California,Sacramento,,50,,,,,,,0,0,0,,70,42,,,,20,,,,,0,,499.1,,,,,,,,,,1,,,,,,,,,
USW00023232,10/29/1996,California,Sacramento,,100,,,,,,,0.57,0,0,,55,51,,,,10,,,,,0,,499.1,,,,,,1,,,,,,,,1,,,,,
USW00023232,10/30/1996,California,Sacramento,,88,,,,,,,0.04,0,0,,61,50,,,,30,,,,,0,,299.1,,,,,,,,,,,,,,1,,,,,
USW00023232,10/31/1996,California,Sacramento,,50,,,,,,,0.03,0,0,,63,45,,,,30,,,,,0,,299.1,,,,,,,,,,1,,,,1,,,,,
USW00023232,11/1/1996,California,Sacramento,,0,,,,,,,0,0,0,,67,41,,,,10,,,,,0,,899,,,,,,,,,,1,,,,,,,,,
USW00023232,11/2/1996,California,Sacramento,,75,,,,,,,0,0,0,,67,41,,,,10,,,,,0,,899,,,,1,,,,,,1,,1,,,,,,,
USW00023232,11/3/1996,California,Sacramento,,100,,,,,,,0,0,0,,60,43,,,,20,,,,,0,,499.1,,,,1,1,,,,,1,,1,,,,,,,
USW00023232,11/4/1996,California,Sacramento,,100,,,,,,,0,0,0,,59,45,,,,30,,,,,0,,299.1,,,,,,,,,,1,,,,,,,,,
USW00023232,11/5/1996,California,Sacramento,,38,,,,,,,0,0,0,,64,39,,,,30,,,,,0,,299.1,,,,1,1,,,,,1,,1,,,,,,,
USW00023232,11/6/1996,California,Sacramento,,0,,,,,,,0,0,0,,65,34,,,,30,,,,,0,,299.1,,,,,,,,,,,,,,,,,,,
USW00023232,11/7/1996,California,Sacramento,,13,,,,,,,0,0,0,,69,37,,,,20,,,,,0,,499.1,,,,1,,,,,,1,,1,,,,,,,
USW00023232,11/8/1996,California,Sacramento,,25,,,,,,,0,0,0,,73,40,,,,30,,,,,0,,299.1,,,,1,,,,,,1,,1,,,,,,,
USW00023232,11/9/1996,California,Sacramento,,75,,,,,,,0,0,0,,70,41,,,,30,,,,,0,,299.1,,,,1,,,,,,1,,1,,,,,,,
USW00023232,11/10/1996,California,Sacramento,,75,,,,,,,0,0,0,,74,42,,,,30,,,,,0,,299.1,,,,1,,,,,,1,,1,,,,,,,
USW00023232,11/11/1996,California,Sacramento,,25,,,,,,,0,0,0,,77,43,,,,20,,,,,0,,499.1,,,,1,,,,,,1,,1,,,,,,,
USW00023232,11/12/1996,California,Sacramento,,75,,,,,,,0,0,0,,73,47,,,,20,,,,,0,,499.1,,,,1,,,,,,1,,1,,,,,,,
USW00023232,11/13/1996,California,Sacramento,,25,,,,,,,0,0,0,,74,47,,,,20,,,,,0,,499.1,,,,1,,,,,,1,,1,,,,,,,
USW00023232,11/14/1996,California,Sacramento,,100,,,,,,,0,0,0,,64,45,,,,30,,,,,0,,299.1,,,,,,,,,,,,,,,,,,,
USW00023232,11/15/1996,California,Sacramento,,38,,,,,,,0,0,0,,65,40,,,,20,,,,,0,,499.1,,,,,,,,,,,,,,,,,,,
USW00023232,11/16/1996,California,Sacramento,,100,,,,,,,0.35,0,0,,59,42,,,,10,,,,,0,,499.1,,,,1,,,,,,,,1,,1,,,,,
USW00023232,11/17/1996,California,Sacramento,,100,,,,,,,0.7,0,0,,61,49,,,,10,,,,,0,,499.1,,,,1,,,,,,,,1,,1,,,,,
USW00023232,11/18/1996,California,Sacramento,,75,,,,,,,0.03,0,0,,72,58,,,,10,,,,,0,,899,,,,1,,,,,,,,1,,1,,,,,
USW00023232,11/19/1996,California,Sacramento,,100,,,,,,,0.3,0,0,,60,57,,,,10,,,,,0,,499.1,,,,1,,,,,,,,1,,1,,,,,
USW00023232,11/20/1996,California,Sacramento,,100,,,,,,,0,0,0,,64,51,,,,10,,,,,0,,899,,,,1,,,,,,,,1,,,,,,,
USW00023232,11/21/1996,California,Sacramento,,100,,,,,,,0.04,0,0,,63,54,,,,20,,,,,0,,499.1,,,,1,,,,,,,,1,,1,,,,,
USW00023232,11/22/1996,California,Sacramento,,75,,,,,,,0.55,0,0,,63,55,,,,20,,,,,0,,499.1,,,,1,,,,,,,,1,,1,,,,,
USW00023232,11/23/1996,California,Sacramento,,100,,,,,,,0,0,0,,61,54,,,,30,,,,,0,,299.1,,,,1,,,,,,1,,,,1,,,,,
USW00023232,11/24/1996,California,Sacramento,,75,,,,,,,0,0,0,,64,50,,,,30,,,,,0,,299.1,,,,1,,,,,,1,,1,,,,,,,
USW00023232,11/25/1996,California,Sacramento,,63,,,,,,,0,0,0,,64,49,,,,30,,,,,0,,299.1,,,,1,,,,,,,,1,,,,,,,
USW00023232,11/26/1996,California,Sacramento,,0,,,,,,,0,0,0,,66,42,,,,30,,,,,0,,299.1,,,,,,,,,,,,,,,,,,,
USW00023232,11/27/1996,California,Sacramento,,38,,,,,,,0,0,0,,59,37,,,,10,,,,,0,,499.1,,,,1,1,,,,,,,1,,,,,,,
USW00023232,11/28/1996,California,Sacramento,,63,,,,,,,0,0,0,,58,43,,,,30,,,,,0,,299.1,,,,1,,,,,,,,1,,,,,,,
USW00023232,11/29/1996,California,Sacramento,,13,,,,,,,0,0,0,,60,41,,,,30,,,,,0,,299.1,,,,,,,,,,,,,,,,,,,
USW00023232,11/30/1996,California,Sacramento,,63,,,,,,,0,0,0,,60,34,,,,10,,,,,0,,499.1,,,,,,,,,,,,,,,,,,,
USW00023232,12/1/1996,California,Sacramento,,50,,,,,,,0.15,0,0,,62,42,,,,140,,,,,0,,21,,,,1,,,,,,1,,1,,1,,,,,
USW00023232,12/2/1996,California,Sacramento,,63,,,,,,,0,0,0,,55,35,,,,320,,,,,0,,12.1,,,,,,,,,,,,,,,,,,,
USW00023232,12/3/1996,California,Sacramento,,63,,,,,,,0,0,0,,58,35,,,,140,,,,,0,,8.1,,,,,,,,,,,,,,,,,,,
USW00023232,12/4/1996,California,Sacramento,,75,,,,,,,0.13,0,0,,55,38,,,,140,,,,,0,,25.1,,,,1,,,,,,1,,1,,1,,,,,
USW00023232,12/5/1996,California,Sacramento,,100,,,,,,,0.28,0,0,,54,49,,,,140,,,,,0,,25.1,,,,1,,,,,,,,1,,1,,,,,
USW00023232,12/6/1996,California,Sacramento,,100,,,,,,,0.03,0,0,,60,49,,,,230,,,,,0,,15,,,,1,,,,,,,,1,,1,,,,,
USW00023232,12/7/1996,California,Sacramento,,100,,,,,,,0,0,0,,62,48,,,,140,,,,,0,,17,,,,,,,,,,,,,,,,,,,
USW00023232,12/8/1996,California,Sacramento,,100,,,,,,,0,0,0,,64,52,,,,140,,,,,0,,12.1,,,,,,,,,,,,,,,,,,,
USW00023232,12/9/1996,California,Sacramento,,100,,,,,,,0.35,0,0,,57,53,,,,140,,,,,0,,21,,,,,,,,,,,,,,1,,,,,
USW00023232,12/10/1996,California,Sacramento,,100,,,,,,,0.93,0,0,,56,52,,,,140,,,,,0,,25.1,,,,,,,,,,,,,,1,,,,,
USW00023232,12/11/1996,California,Sacramento,,88,,,,,,,0.31,0,0,,67,54,,,,140,,,,,0,,17.9,,,,1,,,,,,,,1,,1,,,,,
USW00023232,12/12/1996,California,Sacramento,,75,,,,,,,0.26,0,0,,65,56,,,,230,,,,,0,,16.1,,,,1,,,,,,,,1,,1,,,,,
USW00023232,12/13/1996,California,Sacramento,,25,,,,,,,0,0,0,,61,51,,,,320,,,,,0,,16.1,,,,,,,,,,,,,,,,,,,
USW00023232,12/14/1996,California,Sacramento,,25,,,,,,,0,0,0,,63,45,,,,320,,,,,0,,25.1,,,,,,,,,,,,,,,,,,,
USW00023232,12/15/1996,California,Sacramento,,63,,,,,,,0,0,0,,60,35,,,,50,,,,,0,,6.9,,,,1,,,,,,,,1,,,,,,,
USW00023232,12/16/1996,California,Sacramento,,63,,,,,,,0,0,0,,60,36,,,,320,,,,,0,,6.9,,,,1,1,,,,,1,,1,,,,,,,
USW00023232,12/17/1996,California,Sacramento,,63,,,,,,,0,0,0,,65,38,,,,320,,,,,0,,17,,,,1,1,,,,,,,1,,,,,,,
USW00023232,12/18/1996,California,Sacramento,,75,,,,,,,0,0,0,,49,36,,,,140,,,,,0,,6.9,,,,1,1,,,,,,,1,,,,,,,
USW00023232,12/19/1996,California,Sacramento,,100,,,,,,,0,0,0,,41,36,,,,140,,,,,0,,8.9,,,,1,1,,,,,,,1,,,,,,,
USW00023232,12/20/1996,California,Sacramento,,100,,,,,,,0.05,0,0,,43,38,,,,140,,,,,0,,15,,,,1,,,,,,,,1,,1,,,,,
USW00023232,12/21/1996,California,Sacramento,,100,,,,,,,1.44,0,0,,47,42,,,,140,,,,,0,,23,,,,1,,,,,,,,1,,1,,,,,
USW00023232,12/22/1996,California,Sacramento,,88,,,,,,,0.52,0,0,,56,45,,,,230,,,,,0,,17,,,,1,,,,,,,,1,,1,,,,,
USW00023232,12/23/1996,California,Sacramento,,50,,,,,,,0,0,0,,61,42,,,,140,,,,,0,,15,,,,,,,,,,,,,,,,,,,
USW00023232,12/24/1996,California,Sacramento,,63,,,,,,,0,0,0,,55,38,,,,270,,,,,0,,8.9,,,,1,,,,,,,,1,,,,,,,
USW00023232,12/25/1996,California,Sacramento,,50,,,,,,,0,0,0,,49,33,,,,140,,,,,0,,10.1,,,,1,,,,,,1,,1,,,,,,,
USW00023232,12/26/1996,California,Sacramento,,100,,,,,,,0.85,0,0,,51,43,,,,230,,,,,0,,21,,,,1,,,,,,,,1,,1,,,,,
USW00023232,12/27/1996,California,Sacramento,,100,,,,,,,0.5,0,0,,59,49,,,,140,,,,,0,,17,,,,1,,,,,,,,1,,1,,,,,
USW00023232,12/28/1996,California,Sacramento,,100,,,,,,,0,0,0,,58,51,,,,140,,,,,0,,15,,,,1,,,,,,,,1,,,,,,,
USW00023232,12/29/1996,California,Sacramento,,100,,,,,,,0.23,0,0,,58,54,,,,140,,,,,0,,25.1,,,,1,,,,,,,,1,,1,,,,,
USW00023232,12/30/1996,California,Sacramento,,100,,,,,,,0.28,0,0,,60,56,,,,140,,,,,0,,23,,,,1,,,,,,,,1,,1,,,,,
USW00023232,12/31/1996,California,Sacramento,,100,,,,,,,0.08,0,0,,67,58,,,,140,,,,,0,,29.1,,,,1,,,,,,,,1,,1,,,,,
USW00023232,1/1/1997,California,Sacramento,,100,,,,,,,1.82,0,,,64,60,,,,140,,,,,0,,25.1,,,,1,,,,,,,,1,,1,,,,,
USW00023232,1/2/1997,California,Sacramento,,100,,,,,,,0.61,0,,,64,55,,,,180,,,,,0,,14.1,,,,1,,,,,,,,1,,1,,,,,
USW00023232,1/3/1997,California,Sacramento,,13,,,,,,,0,0,,,60,43,,,,230,,,,,0,,14.1,,,,,,,,,,,,,,,,,,,
USW00023232,1/4/1997,California,Sacramento,,100,,,,,,,0,0,,,50,39,,,,320,,,,,0,,12.1,,,,,,,,,,,,,,,,,,,
USW00023232,1/5/1997,California,Sacramento,,0,,,,,,,0,0,,,54,36,,,,320,,,,,0,,23,,,,1,,,,,,,,,,,,1,,,
USW00023232,1/6/1997,California,Sacramento,,13,,,,,,,0,0,,,56,39,,,,320,,,,,0,,21.9,,,,,,,,,,,,,,,,,,,
USW00023232,1/7/1997,California,Sacramento,,13,,,,,,,0,0,,,57,32,,,,320,,,,,0,,21,,,,,,,,,,1,,,,,,,,,
USW00023232,1/8/1997,California,Sacramento,,50,,,,,,,0,0,,,55,32,,,,140,,,,,0,,6.9,,,,1,,,,,,1,,1,,,,,,,
USW00023232,1/9/1997,California,Sacramento,,50,,,,,,,0,0,,,56,34,,,,180,,,,,0,,6,,,,1,,,,,,1,,1,,,,,,,
USW00023232,1/10/1997,California,Sacramento,,100,,,,,,,0,0,,,45,35,,,,230,,,,,0,,8.1,,,,1,1,,,,,,,1,,,,,,,
USW00023232,1/11/1997,California,Sacramento,,100,,,,,,,0,0,,,49,40,,,,140,,,,,0,,6.9,,,,1,1,,,,,,,1,,,,,,,
USW00023232,1/12/1997,California,Sacramento,,100,,,,,,,0.28,0,,,46,38,,,,320,,,,,0,,23,,,,1,,,,,,,,1,,1,,,,,
USW00023232,1/13/1997,California,Sacramento,,13,,,,,,,0,0,,,42,28,,,,320,,,,,0,,25.1,,,,,,,,,,,,,,,,,,,
USW00023232,1/14/1997,California,Sacramento,,50,,,,,,,0,0,,,48,26,,,,50,,,,,0,,10.1,,,,,,,,,,,,,,1,,,,,
USW00023232,1/15/1997,California,Sacramento,,100,,,,,,,0.06,0,,,45,38,,,,320,,,,,0,,12.1,,,,1,,,,,,,,1,,1,,,,,
USW00023232,1/16/1997,California,Sacramento,,100,,,,,,,0,0,,,53,42,,,,180,,,,,0,,8.1,,,,1,,,,,,,,1,,,,,,,
USW00023232,1/17/1997,California,Sacramento,,100,,,,,,,0,0,,,51,45,,,,140,,,,,0,,8.9,,,,1,,,,,,,,1,,,,,,,
USW00023232,1/18/1997,California,Sacramento,,100,,,,,,,0,0,,,51,46,,,,180,,,,,0,,6.9,,,,1,,,,,,,,1,,,,,,,
USW00023232,1/19/1997,California,Sacramento,,100,,,,,,,0,0,,,53,42,,,,90,,,,,0,,8.9,,,,,,,,,,1,,,,,,,,,
USW00023232,1/20/1997,California,Sacramento,,100,,,,,,,0.44,0,,,57,43,,,,180,,,,,0,,14.1,,,,1,,,,,,,,1,,1,,,,,
USW00023232,1/21/1997,California,Sacramento,,100,,,,,,,0.17,0,,,55,47,,,,140,,,,,0,,17,,,,1,,,,,,,,1,,1,,,,,
USW00023232,1/22/1997,California,Sacramento,,100,,,,,,,2.47,0,,,54,43,,,,140,,,,,0,,23,,,,1,,,,,,,,1,,1,,,,,
USW00023232,1/23/1997,California,Sacramento,,75,,,,,,,0,0,,,55,40,,,,320,,,,,0,,10.1,,,,1,,,,,,,,1,,,,,,,
USW00023232,1/24/1997,California,Sacramento,,100,,,,,,,0.46,0,,,51,43,,,,140,,,,,0,,12.1,,,,1,,,,,,,,1,,1,,,,,
USW00023232,1/25/1997,California,Sacramento,,100,,,,,,,0.79,0,,,62,46,,,,140,,,,,0,,19.9,,,,1,,,,,,,,1,,1,,,,,
USW00023232,1/26/1997,California,Sacramento,,75,,,,,,,1.93,0,,,64,52,,,,140,,,,,0,,21,,,,1,,,,,,,,1,,1,,,,,
USW00023232,1/27/1997,California,Sacramento,,100,,,,,,,0,0,,,61,52,,,,180,,,,,0,,6.9,,,,,,,,,,,,,,1,,,,,
USW00023232,1/28/1997,California,Sacramento,,63,,,,,,,0.02,0,,,65,51,,,,320,,,,,0,,12.1,,,,,,,,,,,,,,1,,,,,
USW00023232,1/29/1997,California,Sacramento,,88,,,,,,,0,0,,,60,44,,,,140,,,,,0,,12.1,,,,1,1,,,,,1,,,,,,,,,
USW00023232,1/30/1997,California,Sacramento,,100,,,,,,,0,0,,,56,43,,,,270,,,,,0,,6,,,,1,,,,,,,,1,,,,,,,
USW00023232,1/31/1997,California,Sacramento,,100,,,,,,,0,0,,,55,44,,,,140,,,,,0,,8.9,,,,1,,,,,,1,,1,,,,,,,
USW00023232,2/1/1997,California,Sacramento,,100,,,,,,,0,0,0,,59,45,,,,180,,,,,0,,8.9,,,,1,,,,,,1,,1,,,,,,,
USW00023232,2/2/1997,California,Sacramento,,75,,,,,,,0,0,0,,60,41,,,,270,,,,,0,,12.1,,,,1,1,,,,,1,,1,,,,,,,
USW00023232,2/3/1997,California,Sacramento,,100,,,,,,,0,0,0,,55,42,,,,90,,,,,0,,8.9,,,,1,1,,,,,1,,1,,,,,,,
USW00023232,2/4/1997,California,Sacramento,,100,,,,,,,0.16,0,0,,59,47,,,,360,,,,,0,,12.1,,,,1,,,,,,,,1,,1,,,,,
USW00023232,2/5/1997,California,Sacramento,,0,,,,,,,0,0,0,,61,40,,,,320,,,,,0,,17,,,,,,,,,,,,,,,,,,,
USW00023232,2/6/1997,California,Sacramento,,75,,,,,,,0,0,0,,58,35,,,,90,,,,,0,,8.9,,,,,,,,,,,,,,,,,,,
USW00023232,2/7/1997,California,Sacramento,,88,,,,,,,0.1,0,0,,61,41,,,,180,,,,,0,,8.9,,,,1,,,,,,,,1,,1,,,,,
USW00023232,2/8/1997,California,Sacramento,,25,,,,,,,0,0,0,,61,41,,,,320,,,,,0,,12.1,,,,1,,,,,,1,,1,,,,,,,
USW00023232,2/9/1997,California,Sacramento,,100,,,,,,,0,0,0,,59,40,,,,320,,,,,0,,12.1,,,,1,,,,,,,,1,,,,,,,
USW00023232,2/10/1997,California,Sacramento,,25,,,,,,,0,0,0,,64,42,,,,320,,,,,0,,13,,,,,,,,,,,,,,,,,,,
USW00023232,2/11/1997,California,Sacramento,,50,,,,,,,0,0,0,,61,38,,,,180,,,,,0,,12.1,,,,1,1,,,,,,,,,,,,,,
USW00023232,2/12/1997,California,Sacramento,,63,,,,,,,0,0,0,,61,43,,,,320,,,,,0,,17,,,,,,,,,,,,,,,,,,,
USW00023232,2/13/1997,California,Sacramento,,0,,,,,,,0,0,0,,66,43,,,,320,,,,,0,,19.9,,,,,,,,,,,,,,,,,,,
USW00023232,2/14/1997,California,Sacramento,,63,,,,,,,0,0,0,,68,38,,,,140,,,,,0,,6.9,,,,,,,,,,,,,,,,,,,
USW00023232,2/15/1997,California,Sacramento,,88,,,,,,,0,0,0,,63,39,,,,140,,,,,0,,6,,,,1,,,,,,1,,1,,,,,,,
USW00023232,2/16/1997,California,Sacramento,,75,,,,,,,0,0,0,,69,44,,,,230,,,,,0,,17,,,,1,,,,,,1,,1,,1,,,,,
USW00023232,2/17/1997,California,Sacramento,,63,,,,,,,0.02,0,0,,61,50,,,,320,,,,,0,,17,,,,,,,,,,,,,,1,,,,,
USW00023232,2/18/1997,California,Sacramento,,13,,,,,,,0,0,0,,67,45,,,,320,,,,,0,,16.1,,,,,,,,,,,,,,,,,,,
USW00023232,2/19/1997,California,Sacramento,,88,,,,,,,0,0,0,,63,48,,,,140,,,,,0,,12.1,,,,1,,,,,,,,1,,,,,,,
USW00023232,2/20/1997,California,Sacramento,,0,,,,,,,0,0,0,,62,41,,,,320,,,,,0,,19.9,,,,,,,,,,,,,,,,,,,
USW00023232,2/21/1997,California,Sacramento,,50,,,,,,,0,0,0,,64,41,,,,140,,,,,0,,8.9,,,,,,,,,,,,,,,,,,,
USW00023232,2/22/1997,California,Sacramento,,13,,,,,,,0,0,0,,65,42,,,,320,,,,,0,,17,,,,,,,,,,,,,,,,,,,
USW00023232,2/23/1997,California,Sacramento,,0,,,,,,,0,0,0,,66,45,,,,30,,,,,0,,225.9,,,,,,,,,,,,,,,,,,,
USW00023232,2/24/1997,California,Sacramento,,0,,,,,,,0,0,0,,66,44,,,,320,,,,,0,,23,,,,,,,,,,,,,,,,,,,
USW00023232,2/25/1997,California,Sacramento,,38,,,,,,,0,0,0,,73,36,,,,230,,,,,0,,14.1,,,,,,,,,,,,,,,,,,,
USW00023232,2/26/1997,California,Sacramento,,75,,,,,,,0,0,0,,69,42,,,,320,,,,,0,,14.1,,,,,,,,,,,,,,,,,,,
USW00023232,2/27/1997,California,Sacramento,,75,,,,,,,0,0,0,,65,48,,,,320,,,,,0,,21,,,,,,,,,,,,,,,,,,,
USW00023232,2/28/1997,California,Sacramento,,0,,,,,,,0,0,0,,62,42,,,,320,,,,,0,,23,,,,,,,,,,,,,,,,,,,
USW00023232,3/1/1997,California,Sacramento,,63,,,,,,,0,0,,,62,39,,,,180,,,,,0,,21,,,,,,,,,,,,,,,,,,,
USW00023232,3/2/1997,California,Sacramento,,75,,,,,,,0.05,0,,,62,46,,,,140,,,,,0,,21,,,,1,,,,,,,,1,,1,,,,,
USW00023232,3/3/1997,California,Sacramento,,63,,,,,,,0,0,,,60,40,,,,30,,,,,0,,214.1,,,,,,,,,,,,,,,,,,,
USW00023232,3/4/1997,California,Sacramento,,0,,,,,,,0,0,,,61,36,,,,320,,,,,0,,15,,,,,,,,,,,,,,,,,,,
USW00023232,3/5/1997,California,Sacramento,,63,,,,,,,0,0,,,66,34,,,,230,,,,,0,,8.9,,,,,,,,,,,,,,,,,,,
USW00023232,3/6/1997,California,Sacramento,,25,,,,,,,0,0,,,66,37,,,,320,,,,,0,,12.1,,,,,,,,,,,,,,,,,,,
USW00023232,3/7/1997,California,Sacramento,,25,,,,,,,0,0,,,69,38,,,,180,,,,,0,,12.1,,,,,,,,,,,,,,,,,,,
USW00023232,3/8/1997,California,Sacramento,,0,,,,,,,0,0,,,72,42,,,,320,,,,,0,,16.1,,,,,,,,,,,,,,,,,,,
USW00023232,3/9/1997,California,Sacramento,,63,,,,,,,0,0,,,75,39,,,,320,,,,,0,,12.1,,,,,,,,,,,,,,,,,,,
USW00023232,3/10/1997,California,Sacramento,,0,,,,,,,0,0,,,80,42,,,,180,,,,,0,,6,,,,,,,,,,,,,,,,,,,
USW00023232,3/11/1997,California,Sacramento,,63,,,,,,,0,0,,,73,42,,,,140,,,,,0,,10.1,,,,,,,,,,,,,,,,,,,
USW00023232,3/12/1997,California,Sacramento,,75,,,,,,,0,0,,,67,37,,,,320,,,,,0,,14.1,,,,,,,,,,,,,,,,,,,
USW00023232,3/13/1997,California,Sacramento,,75,,,,,,,0,0,,,70,43,,,,320,,,,,0,,17.9,,,,,,,,,,,,,,,,,,,
USW00023232,3/14/1997,California,Sacramento,,63,,,,,,,0,0,,,75,41,,,,320,,,,,0,,14.1,,,,,,,,,,,,,,,,,,,
USW00023232,3/15/1997,California,Sacramento,,88,,,,,,,0,0,,,69,51,,,,230,,,,,0,,17,,,,,,,,,,,,,,1,,,,,
USW00023232,3/16/1997,California,Sacramento,,100,,,,,,,0.29,0,,,59,52,,,,140,,,,,0,,14.1,,,,,,,,,,,,,,1,,,,,
USW00023232,3/17/1997,California,Sacramento,,63,,,,,,,0,0,,,70,46,,,,270,,,,,0,,8.9,,,,,,,,,,,,,,,,,,,
USW00023232,3/18/1997,California,Sacramento,,63,,,,,,,0,0,,,75,47,,,,320,,,,,0,,12.1,,,,1,,,,,,,,1,,,,,,,
USW00023232,3/19/1997,California,Sacramento,,75,,,,,,,0,0,,,77,48,,,,320,,,,,0,,6.9,,,,,,,,,,,,,,,,,,,
USW00023232,3/20/1997,California,Sacramento,,88,,,,,,,0,0,,,76,51,,,,320,,,,,0,,16.1,,,,,,,,,,,,,,,,,,,
USW00023232,3/21/1997,California,Sacramento,,100,,,,,,,0,0,,,75,55,,,,320,,,,,0,,12.1,,,,,,,,,,,,,,,,,,,
USW00023232,3/22/1997,California,Sacramento,,75,,,,,,,0,0,,,76,51,,,,180,,,,,0,,8.9,,,,,,,,,,,,,,,,,,,
USW00023232,3/23/1997,California,Sacramento,,13,,,,,,,0,0,,,78,49,,,,320,,,,,0,,15,,,,,,,,,,,,,,,,,,,
