STATION,DATE,STATE,COUNTY,DAPR,MDPR,PRCP,TMAX,TMIN,TOBS,WESD,WESF,WT01,WT03,WT04,WT05,WT11
US1NYKN0003,11/18/2008,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,11/19/2008,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,11/20/2008,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,11/21/2008,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,11/22/2008,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,11/23/2008,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,11/24/2008,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,11/25/2008,New York,Kings,,,0.42,,,,,,,,,,
US1NYKN0003,11/26/2008,New York,Kings,,,0.17,,,,,,,,,,
US1NYKN0003,11/28/2008,New York,Kings,2,0,,,,,0,,,,,,
US1NYKN0003,11/29/2008,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,11/30/2008,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,12/1/2008,New York,Kings,,,0.82,,,,,,,,,,
US1NYKN0003,12/2/2008,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,12/3/2008,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,12/4/2008,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,12/5/2008,New York,Kings,,,0.03,,,,,,,,,,
US1NYKN0003,12/6/2008,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,12/7/2008,New York,Kings,,,0.03,,,,,0,,,,,
US1NYKN0003,12/8/2008,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,12/9/2008,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,12/10/2008,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,12/11/2008,New York,Kings,,,0.35,,,,,0,,,,,
US1NYKN0003,12/12/2008,New York,Kings,,,3.02,,,,,0,,,,,
US1NYKN0003,12/13/2008,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,12/14/2008,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,12/15/2008,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,12/16/2008,New York,Kings,,,0.04,,,,,0,,,,,
US1NYKN0003,12/17/2008,New York,Kings,,,0.64,,,,,0,,,,,
US1NYKN0003,12/18/2008,New York,Kings,,,0.01,,,,,0,,,,,
US1NYKN0003,12/19/2008,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,12/20/2008,New York,Kings,,,0.96,,,,,0,,,,,
US1NYKN0003,12/21/2008,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,12/22/2008,New York,Kings,,,0.86,,,,,0,,,,,
US1NYKN0003,12/23/2008,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,12/24/2008,New York,Kings,,,0.06,,,,,0,,,,,
US1NYKN0003,12/26/2008,New York,Kings,2,0.51,,,,,0,,,,,,
US1NYKN0003,12/27/2008,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,12/28/2008,New York,Kings,,,0.03,,,,,0,,,,,
US1NYKN0003,12/29/2008,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,12/30/2008,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,12/31/2008,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,1/1/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,1/2/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,1/4/2009,New York,Kings,2,0,,,,,0,,,,,,
US1NYKN0003,1/5/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,1/6/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,1/7/2009,New York,Kings,,,0.73,,,,,0,,,,,
US1NYKN0003,1/8/2009,New York,Kings,,,0.92,,,,,0,,,,,
US1NYKN0003,1/12/2009,New York,Kings,4,0.23,,,,,0,,,,,,
US1NYKN0003,1/13/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,1/14/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,1/15/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,1/16/2009,New York,Kings,,,0.03,,,,,0,,,,,
US1NYKN0003,1/17/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,1/18/2009,New York,Kings,,,0.04,,,,,0,,,,,
US1NYKN0003,1/19/2009,New York,Kings,,,0.13,,,,,0.1,,,,,
US1NYKN0003,1/20/2009,New York,Kings,,,0.06,,,,,0.1,,,,,
US1NYKN0003,1/21/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,1/25/2009,New York,Kings,4,0,,,,,0,,,,,,
US1NYKN0003,1/26/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,1/27/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,1/28/2009,New York,Kings,,,0.21,,,,,0.2,,,,,
US1NYKN0003,1/29/2009,New York,Kings,,,0.92,,,,,0,,,,,
US1NYKN0003,1/30/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,1/31/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,2/1/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,2/2/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,2/3/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,2/4/2009,New York,Kings,,,0.31,,,,,0.3,,,,,
US1NYKN0003,2/5/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,2/6/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,2/7/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,2/9/2009,New York,Kings,2,0,,,,,0,,,,,,
US1NYKN0003,2/10/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,2/11/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,2/12/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,2/13/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,2/14/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,2/15/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,2/16/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,2/17/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,2/18/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,2/19/2009,New York,Kings,,,0.25,,,,,0,,,,,
US1NYKN0003,2/20/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,2/21/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,2/22/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,2/23/2009,New York,Kings,,,0.09,,,,,0,,,,,
US1NYKN0003,2/24/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,2/26/2009,New York,Kings,2,0,,,,,0,,,,,,
US1NYKN0003,2/27/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,2/28/2009,New York,Kings,,,0.02,,,,,0,,,,,
US1NYKN0003,3/1/2009,New York,Kings,,,0.02,,,,,0,,,,,
US1NYKN0003,3/2/2009,New York,Kings,,,0.82,,,,,0.8,,,,,
US1NYKN0003,3/3/2009,New York,Kings,,,0.32,,,,,0.3,,,,,
US1NYKN0003,3/4/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,3/5/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,3/6/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,3/7/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,3/8/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,3/9/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,3/10/2009,New York,Kings,,,0.09,,,,,0,,,,,
US1NYKN0003,3/11/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,3/12/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,3/13/2009,New York,Kings,,,0,,,,,0,,,,,
US1NYKN0003,3/14/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,3/15/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,3/17/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,3/19/2009,New York,Kings,2,0,,,,,0,,,,,,
US1NYKN0003,3/20/2009,New York,Kings,,,0.13,,,,,0,,,,,
US1NYKN0003,3/21/2009,New York,Kings,,,0.05,,,,,0.1,,,,,
US1NYKN0003,3/22/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,3/23/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,3/24/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,3/25/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,3/26/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,3/27/2009,New York,Kings,,,0.47,,,,,,,,,,
US1NYKN0003,3/28/2009,New York,Kings,,,0.13,,,,,,,,,,
US1NYKN0003,3/29/2009,New York,Kings,,,0.24,,,,,,,,,,
US1NYKN0003,3/30/2009,New York,Kings,,,0.13,,,,,,,,,,
US1NYKN0003,3/31/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,4/1/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,4/2/2009,New York,Kings,,,0.18,,,,,,,,,,
US1NYKN0003,4/3/2009,New York,Kings,,,0.14,,,,,,,,,,
US1NYKN0003,4/4/2009,New York,Kings,,,0.63,,,,,,,,,,
US1NYKN0003,4/5/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,4/6/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,4/7/2009,New York,Kings,,,0.79,,,,,,,,,,
US1NYKN0003,4/8/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,4/9/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,4/10/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,4/12/2009,New York,Kings,2,0.9,,,,,,,,,,,
US1NYKN0003,4/13/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,4/14/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,4/15/2009,New York,Kings,,,0.45,,,,,,,,,,
US1NYKN0003,4/16/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,4/17/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,4/18/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,4/19/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,4/20/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,4/21/2009,New York,Kings,,,1.9,,,,,,,,,,
US1NYKN0003,4/22/2009,New York,Kings,,,0.14,,,,,,,,,,
US1NYKN0003,4/23/2009,New York,Kings,,,0.12,,,,,,,,,,
US1NYKN0003,4/24/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,4/25/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,4/26/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,4/27/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,4/28/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,4/29/2009,New York,Kings,,,0.03,,,,,,,,,,
US1NYKN0003,4/30/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,5/1/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,5/2/2009,New York,Kings,,,0.39,,,,,,,,,,
US1NYKN0003,5/3/2009,New York,Kings,,,0.03,,,,,,,,,,
US1NYKN0003,5/4/2009,New York,Kings,,,0.56,,,,,,,,,,
US1NYKN0003,5/5/2009,New York,Kings,,,0.3,,,,,,,,,,
US1NYKN0003,5/6/2009,New York,Kings,,,0.53,,,,,,,,,,
US1NYKN0003,5/7/2009,New York,Kings,,,1.23,,,,,,,,,,
US1NYKN0003,5/8/2009,New York,Kings,,,0.22,,,,,,,,,,
US1NYKN0003,5/9/2009,New York,Kings,,,0.23,,,,,,,,,,
US1NYKN0003,5/10/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,5/11/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,5/12/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,5/13/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,5/14/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,5/15/2009,New York,Kings,,,0.1,,,,,,,,,,
US1NYKN0003,5/16/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,5/17/2009,New York,Kings,,,0.06,,,,,,,,,,
US1NYKN0003,5/18/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,5/19/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,5/20/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,5/21/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,5/22/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,5/24/2009,New York,Kings,2,0,,,,,,,,,,,
US1NYKN0003,5/25/2009,New York,Kings,,,0.03,,,,,,,,,,
US1NYKN0003,5/26/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,5/27/2009,New York,Kings,,,0.03,,,,,,,,,,
US1NYKN0003,5/28/2009,New York,Kings,,,0.02,,,,,,,,,,
US1NYKN0003,5/29/2009,New York,Kings,,,1.01,,,,,,,,,,
US1NYKN0003,5/30/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0003,5/31/2009,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,11/29/2013,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,11/30/2013,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,12/1/2013,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,12/2/2013,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,12/3/2013,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,12/4/2013,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,12/5/2013,New York,Kings,,,0.01,,,,,,,,,,
US1NYKN0025,12/10/2013,New York,Kings,5,1.23,,,,,,,,,,,
US1NYKN0025,12/11/2013,New York,Kings,,,0.23,,,,,,,,,,
US1NYKN0025,12/12/2013,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,12/13/2013,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,12/14/2013,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,12/15/2013,New York,Kings,,,1.53,,,,,,,,,,
US1NYKN0025,12/16/2013,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,12/17/2013,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,12/18/2013,New York,Kings,,,0.19,,,,,,,,,,
US1NYKN0025,12/19/2013,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,12/24/2013,New York,Kings,5,0.56,,,,,0,,,,,,
US1NYKN0025,12/25/2013,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,12/26/2013,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,12/27/2013,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,12/28/2013,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,12/29/2013,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,12/30/2013,New York,Kings,,,1.23,,,,,,,,,,
US1NYKN0025,12/31/2013,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,1/1/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,1/2/2014,New York,Kings,,,0.01,,,,,,,,,,
US1NYKN0025,1/3/2014,New York,Kings,,,0.37,,,,,,,,,,
US1NYKN0025,1/4/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,1/5/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,1/6/2014,New York,Kings,,,0.17,,,,,,,,,,
US1NYKN0025,1/11/2014,New York,Kings,5,0.47,,,,,,,,,,,
US1NYKN0025,1/12/2014,New York,Kings,,,0.37,,,,,,,,,,
US1NYKN0025,1/13/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,1/14/2014,New York,Kings,,,0.01,,,,,,,,,,
US1NYKN0025,1/15/2014,New York,Kings,,,0.36,,,,,,,,,,
US1NYKN0025,1/16/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,1/17/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,1/22/2014,New York,Kings,5,0.11,,,,,,,,,,,
US1NYKN0025,1/23/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,1/24/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,1/25/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,1/26/2014,New York,Kings,,,0.04,,,,,,,,,,
US1NYKN0025,1/27/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,1/28/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,1/29/2014,New York,Kings,,,0.03,,,,,,,,,,
US1NYKN0025,1/30/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,2/4/2014,New York,Kings,5,1.37,,,,,,,,,,,
US1NYKN0025,2/5/2014,New York,Kings,,,1.19,,,,,,,,,,
US1NYKN0025,2/6/2014,New York,Kings,,,0.05,,,,,,,,,,
US1NYKN0025,2/7/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,2/8/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,2/9/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,2/10/2014,New York,Kings,,,0.1,,,,,,,,,,
US1NYKN0025,2/11/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,2/12/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,2/13/2014,New York,Kings,,,0.03,,,,,,,,,,
US1NYKN0025,2/14/2014,New York,Kings,,,1.37,,,,,,,,,,
US1NYKN0025,2/15/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,2/20/2014,New York,Kings,5,0.5,,,,,,,,,,,
US1NYKN0025,2/21/2014,New York,Kings,,,0.04,,,,,,,,,,
US1NYKN0025,2/22/2014,New York,Kings,,,0.14,,,,,,,,,,
US1NYKN0025,2/23/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,2/24/2014,New York,Kings,,,0.02,,,,,,,,,,
US1NYKN0025,2/25/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,2/26/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,2/27/2014,New York,Kings,,,0.02,,,,,,,,,,
US1NYKN0025,2/28/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,3/1/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,3/2/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,3/3/2014,New York,Kings,,,0.04,,,,,,,,,,
US1NYKN0025,3/4/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,3/5/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,3/6/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,3/10/2014,New York,Kings,4,0,,,,,,,,,,,
US1NYKN0025,3/11/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,3/12/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,3/13/2014,New York,Kings,,,0.34,,,,,,,,,,
US1NYKN0025,3/14/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,3/15/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,3/16/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,3/18/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,3/19/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,3/20/2014,New York,Kings,,,0.78,,,,,,,,,,
US1NYKN0025,3/21/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,4/26/2014,New York,Kings,37,6.37,,,,,,,,,,,
US1NYKN0025,4/27/2014,New York,Kings,,,0.03,,,,,,,,,,
US1NYKN0025,4/28/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,4/29/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,4/30/2014,New York,Kings,,,0.55,,,,,,,,,,
US1NYKN0025,5/1/2014,New York,Kings,,,4.74,,,,,,,,,,
US1NYKN0025,5/2/2014,New York,Kings,,,0.07,,,,,,,,,,
US1NYKN0025,5/3/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,5/8/2014,New York,Kings,5,0.35,0.35,,,,,,,,,,
US1NYKN0025,5/9/2014,New York,Kings,,,0.35,,,,,,,,,,
US1NYKN0025,5/10/2014,New York,Kings,,,0.02,,,,,,,,,,
US1NYKN0025,5/11/2014,New York,Kings,,,0.58,,,,,,,,,,
US1NYKN0025,5/12/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,5/13/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,5/14/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,5/15/2014,New York,Kings,,,0.03,,,,,,,,,,
US1NYKN0025,5/16/2014,New York,Kings,,,0.03,,,,,,,,,,
US1NYKN0025,5/21/2014,New York,Kings,5,0.91,,,,,,,,,,,
US1NYKN0025,5/22/2014,New York,Kings,,,0.27,,,,,,,,,,
US1NYKN0025,5/23/2014,New York,Kings,,,0.06,,,,,,,,,,
US1NYKN0025,5/24/2014,New York,Kings,,,0.96,,,,,,,,,,
US1NYKN0025,5/25/2014,New York,Kings,,,0.14,,,,,,,,,,
US1NYKN0025,5/26/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,5/27/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,5/28/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,5/29/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,6/4/2014,New York,Kings,6,0.27,,,,,,,,,,,
US1NYKN0025,6/5/2014,New York,Kings,,,0.12,,,,,,,,,,
US1NYKN0025,6/6/2014,New York,Kings,,,0.48,,,,,,,,,,
US1NYKN0025,6/7/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,6/8/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,6/9/2014,New York,Kings,,,0.31,,,,,,,,,,
US1NYKN0025,6/10/2014,New York,Kings,,,0.93,,,,,,,,,,
US1NYKN0025,6/11/2014,New York,Kings,,,0.01,,,,,,,,,,
US1NYKN0025,6/12/2014,New York,Kings,,,0.01,,,,,,,,,,
US1NYKN0025,6/13/2014,New York,Kings,,,0.06,,,,,,,,,,
US1NYKN0025,6/17/2014,New York,Kings,4,1.97,,,,,,,,,,,
US1NYKN0025,6/18/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,6/19/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,6/20/2014,New York,Kings,,,0.03,,,,,,,,,,
US1NYKN0025,6/21/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,6/22/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,6/24/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,6/25/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,6/26/2014,New York,Kings,,,0.09,,,,,,,,,,
US1NYKN0025,6/28/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,6/29/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,7/2/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,7/3/2014,New York,Kings,,,1.25,,,,,,,,,,
US1NYKN0025,7/4/2014,New York,Kings,,,0.5,,,,,,,,,,
US1NYKN0025,7/5/2014,New York,Kings,,,0.1,,,,,,,,,,
US1NYKN0025,7/6/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,7/7/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,7/8/2014,New York,Kings,,,0.03,,,,,,,,,,
US1NYKN0025,7/9/2014,New York,Kings,,,0.01,,,,,,,,,,
US1NYKN0025,7/10/2014,New York,Kings,,,0.02,,,,,,,,,,
US1NYKN0025,7/11/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,7/12/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,7/13/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,7/16/2014,New York,Kings,4,2.26,,,,,,,,,,,
US1NYKN0025,7/17/2014,New York,Kings,,,0.01,,,,,,,,,,
US1NYKN0025,7/18/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,7/19/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,7/20/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,7/21/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,7/22/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,7/23/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,7/24/2014,New York,Kings,,,0.07,,,,,,,,,,
US1NYKN0025,7/28/2014,New York,Kings,4,0.41,,,,,,,,,,,
US1NYKN0025,7/29/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,7/30/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,7/31/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,8/1/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,8/2/2014,New York,Kings,,,0.22,,,,,,,,,,
US1NYKN0025,8/3/2014,New York,Kings,,,0.24,,,,,,,,,,
US1NYKN0025,8/4/2014,New York,Kings,,,0.05,,,,,,,,,,
US1NYKN0025,8/5/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,8/6/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,8/7/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,8/8/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,8/9/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,8/10/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,8/11/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,8/12/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,8/13/2014,New York,Kings,,,0.95,,,,,,,,,,
US1NYKN0025,8/14/2014,New York,Kings,,,0.02,,,,,,,,,,
US1NYKN0025,8/15/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,8/16/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,8/17/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,8/18/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,8/19/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,8/20/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,8/21/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,8/26/2014,New York,Kings,5,0.59,,,,,,,,,,,
US1NYKN0025,8/27/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,8/28/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,8/29/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,8/30/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,8/31/2014,New York,Kings,,,0,,,,,,,,,,
US1NYKN0025,9/1/2014,New York,Kings,,,0.19,,,,,,,,,,
